Main-Item,Number of Triples,Summary 1,Target
http://www.wikidata.org/entity/Q32899,7,"<start> En la jaro 519 post Kristo okazis , interalie : <end>","<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q1475,27,<start> Kezonurbo [ <rare> <rare> ] estas municipo en la aŭtonoma provinco Manila Metropolo . <end>,"<start> Kezonurbo , origine Lungsod Quezon , angle Quezon City estas la plej granda urbo de la Filipinoj . <end>"
http://www.wikidata.org/entity/Q651263,6,<start> Moselkern estas komunumo en Germanio . <end>,<start> Moselkern estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q690095,8,<start> Penzin estas komunumo en Germanio . <end>,<start> Penzin estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q86946,23,"<start> Stefano la 4-a [ <rare> ] , laŭ hungarlingve kutima sinsekvo <rare> <rare> estis hungara politikisto , ministro . <end>",<start> Stefano la 0  - a de Hungario ( hungare IV . <end>
http://www.wikidata.org/entity/Q161205,11,"<start> La safavidoj ( ruse : <rare> <rare> <rare> , <rare> <rare> <rare> <rare> ) estis unu el la <rare> de la <rare> <rare> . <end>",<start> La Safavida Imperio aŭ safavidoj ( 1501-1722 ) ( perse : دودمان صفوی ) estas konsiderata kiel la plej granda Irana Imperio ekde la muzulmana konkero de Persio . <end>
http://www.wikidata.org/entity/Q161598,4,"<start> La Grundakvo ( latine : <rare> <rare> , <rare> <rare> , <rare> <rare> , <rare> <rare> , <rare> <rare> , <rare> <rare> , <rare> <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <PAD> <PAD>","<start> Grundakvo estas akvokvanto , kiu sub la tersurfaco formas akvokorpojn en la kavaĵoj ( poroj ) . <end>"
http://www.wikidata.org/entity/Q637477,5,<start> Žaškov ( hungare <rare> [ <rare> ] ) estas vilaĝo kaj municipo en Slovakio . <end>,"<start> Žaškov [ ĵaŝkov ] , ( hungare Zsaskó [ ĵaŝkO ] ) estas vilaĝo kaj municipo en Slovakio . <end>"
http://www.wikidata.org/entity/Q4356,13,<start> Wedel estas komunumo en Germanio . <end>,<start> Wedel estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q16598,12,<start> Arcenant estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo . <end>,<start> Arcenant estas franca komunumo situa en la departemento Côte-d'Or kaj en la regiono Burgonjo-Franĉkonteo . <end>
http://www.wikidata.org/entity/Q188026,11,"<start> Ariella Kaeslin ( naskiĝis la 0 - an de oktobro <year> ( nun <rare> 0 ) en Lucerno , do nun 0 - jara ) estas svisa aktorino . <end>",<start> Ariella Kaeslin n. <end>
http://www.wikidata.org/entity/Q222600,6,<start> Weddingstedt estas komunumo en Germanio . <end>,<start> Weddingstedt estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q59293,12,<start> Porto Sant'Elpidio estas komunumo de Italio . <end>,<start> Porto Sant'Elpidio estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q201766,8,<start> Bougainville estas la plej granda el la tri insuloj de la <resource> . <end>,<start> Bougainville estas la plej granda el la insuloj de la Salomona arkipelago kaj apartenas al Papuo-Novgvineo estante Aŭtonoma Regiono Bougainville kune kun la insulo Buka kaj la insuletoj Carteret . <end>
http://www.wikidata.org/entity/Q2827231,4,<start> La Kalaharia najtingalo aŭ <rare> <rare> ( <rare> <rare> ) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Makisnajtingaloj kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn . <end>,<start> La Kalaharia najtingalo ( Erythropygia paena aŭ Cercotrichas quadrivirgata ) estas specio de birdo de la familio de Muŝkaptuledoj kaj genro kiu foje oni konsideras kiel membro de la genro Erythropygia kaj foje de Cercotrichas kiuj estas helbrunaj birdoj kun helaj kaj malhelaj strioj en vizaĝo. <end>
http://www.wikidata.org/entity/Q732331,9,"<start> Magyarlukafa [ <rare> ] estas malgranda vilaĝo kun titolo vinvilaĝo en Hungario , en regiono Suda Transdanubio , en departemento Baranya , en subregiono de V\u00E1s\u00E1rosb\u00E9c . <end>","<start> Magyarlukafa [ madjarlukafa ] , kroate Luka estas tre malgranda vilaĝo en Hungario , en regiono Suda Transdanubio , en departemento Baranya , en subregiono de Szigetvár. <end>"
http://www.wikidata.org/entity/Q11102,14,<start> Geseke estas komunumo en Germanio . <end>,<start> Geseke estas urba komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q16344,9,"<start> Perugia Calcio estas futbalklubo en Italio , Italio . <end>","<start> Perugia Calcio estas profesia futbalklubo en Perugia , Italio . <end>"
http://www.wikidata.org/entity/Q28922,6,<start> La Paseredoj ( <rare> ) estas familio el la ordo de la <rare> ( <rare> ) . <end>,"<start> La Paseredoj ( science : Passeridae ) estas familio de malgrandaj birdoj , kiuj apartenas al la Kantobirdoj , subfamilio de la Paseroformaj birdoj . <end>"
http://www.wikidata.org/entity/Q3890495,6,<start> Santo Domingo Albarradas estas unu el la 0 komunumoj de la meksika subŝtato Oaĥako ( Oaxaca ) . <end>,<start> Santo Domingo Albarradas estas unu el la 0  komunumoj de la meksika subŝtato Oaxaca . <end>
http://www.wikidata.org/entity/Q686491,8,"<start> 9667 Amastrinc estas malbone konata asteroido de la asteroida zono , malkovrita la 0 - an de aprilo <year> elde la Nacia Observatorio de Kitt Peak ( Usono ) en la kadro de la projekto Spacewatch . <end>","<start> 0  Amastrinc estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de aprilo <year>  elde la Nacia Observatorio de Kitt Peak ( Usono ) en la kadro de la projekto Spacewatch . <end>"
http://www.wikidata.org/entity/Q459960,8,<start> La Liberiga Armeo de la Sudana Popolo ( <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <rare> <PAD> <PAD>,"<start> La Liberiga Armeo de la Sudana Popolo ( plej konata per la literoj SPLA ) estas ribela , precipe kristana movado kaj membro de la opozicia Nacia Demokrata Alianco en Sudano . <end>"
http://www.wikidata.org/entity/Q11059,17,"<start> La Sanskrito ( <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> : <rare> , <rare> <PAD> <PAD>","<start> Sanskrito ( sanskrite : स ं स ् क ृ तम ् , saṃskṛtam , səmskr ̩ t ̪ əm aŭ saṃskṛta , origine saṃskṛtā vāk , "" rafinita parolmaniero "" ) estas eble la plej antikva hindeŭropa lingvo ankoraŭ aktive uzata ; ĝi apartenas al la hindarjaj lingvoj en la hindirana lingvogrupo de la hindeŭropa lingvofamilio . <end>"
http://www.wikidata.org/entity/Q2997100,9,"<start> Guadalupe estas unu el la 0 komunumoj de la meksika subŝtato Chihuahua , kiu situas en norda Meksiko kun limo al Usono . <end>","<start> Guadalupe estas unu el la 0  komunumoj de la meksika subŝtato Chihuahua , kiu situas en norda Meksiko kun limo al Usono . <end>"
http://www.wikidata.org/entity/Q42666,17,"<start> Ŝaosing , ĉine <rare> estas metropolo kaj universitata urbo en Ĉina Popola Respubliko . <end>","<start> Ŝaosing , ĉine 绍兴 estas metropolo en Ĉina Popola Respubliko . <end>"
http://www.wikidata.org/entity/Q153219,24,<start> Albert FERT [ <rare> <rare> ] ( naskiĝis la 0 - an de marto <year> en Karkasuno ) estas franca <rare> kaj <rare> . <end>,"<start> Albert FERT , naskita la 0  - an de marto <year>  en Carcassonne ) , estas franca fizikisto . <end>"
http://www.wikidata.org/entity/Q239580,15,<start> Kitwe estas la plej granda urbo de Zambio . <end>,"<start> Kitwe estas urbo en norda Zambio , kaj estas la dua plej granda urbo en tiu nacio . <end>"
http://www.wikidata.org/entity/Q50140,11,<start> San Benedetto in Perillis estas komunumo de Italio . <end>,<start> San Benedetto in Perillis estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q237670,4,<start> La Pigmea porzano aŭ <rare> <rare> ( <rare> <rare> ) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Porzano kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn . <end>,"<start> La Pigmea porzano ( Porzana pusilla ) estas tre eta akvobirdo de la familio de Raledoj kaj ordo de Gruoformaj.Ties breda medio estas junkejoj de Eŭropo en izolitaj lokoj de Hispanio , Francio , Nederlando , Germanio , Hungario , Balkanio kaj ĉefe en oriento ( Rusio ) kaj tra Azio ĝis Japanio . <end>"
http://www.wikidata.org/entity/Q139829,9,"<start> En geometrio , la turnoplilongigita kvinlatera piramido estas unu el la solidoj de Johnson ( <rare> ) . <end>","<start> En geometrio , la turnoplilongigita kvinlatera piramido estas unu el la solidoj de Johnson ( J11 ) . <end>"
http://www.wikidata.org/entity/Q1082947,8,"<start> 5106 Mortensen estas malbone konata asteroido de la asteroida zono , malkovrita la 0 - an de februaro <year> de la franca astronomo Poul Jensen elde la observatorio de <rare> . Ĝi estis nomita en honoro de <rare> <rare> , edzino de la malkovrinto . <end>","<start> 0  Mortensen estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de februaro <year>  de la dana astronomo Poul Jensen elde la Observatorio Brorfelde en la dana municipo Holbæk. Ĝia nomo honoras Inger Mortensen , onklinon de la dana astronomo Karl Augustesen , kolego de la malkovrinto . <end>"
http://www.wikidata.org/entity/Q1235125,8,<start> Into the Wild ( angle : The <rare> of <rare> ) estas romano de http://www.wikidata.org/prop/direct/P50 . <end>,"<start> Into the Wild ( esperante : En la naturon ) estas libro de Jon Krakauer , eldonita en <year>  . Ĝi inspiris reĝisoron Sean Penn por fari filmon kun la sama nomo ( <year>  ) . <end>"
http://www.wikidata.org/entity/Q35672,23,<start> Pitkarna Insularo ( angle : <rare> [ <rare> ] ) estas la plej granda kaj la plej granda kaj plej granda el la tri Britaj transmaraj teritorioj . <end>,"<start> La Pitkarna Insularo ( angle plurale Pitcairn Islands [ pitken ajlenz ] ) estas britia transmara teritorio en Oceanio.La Pitkarna Insularo estas la plej eta loĝata kolonio de Britio , kaj la plej izolita insularo de Polinezio , post la Paskinsulo , situanta meze de la oceano inter tiu lasta kaj Franca Polinezio . <end>"
http://www.wikidata.org/entity/Q834321,4,"<start> Manjoŝu ( greke : <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> ) <PAD> <PAD>","<start> Manjoŝu ( 万葉集 , Manjo : ŝu : ? ) <end>"
http://www.wikidata.org/entity/Q11188,4,"<start> Monda loĝantaro estas <rare> <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> , <rare> <PAD> <PAD>",<start> La Mondloĝantaro aŭ Monda loĝantaro estas la tutsumo de vivantaj homoj sur la Tero . <end>
http://www.wikidata.org/entity/Q483522,19,<start> Villach [ <rare> ] estas komunumo en la federacia lando Aŭstrio de Aŭstrio . <end>,"<start> Villach [ FIlaĉ ] urbo en la aŭstria federacia lando Karintio , ĉirkaŭata de la banlokoj : Ossiacher See , Magdalenasee , Leonharder See , Vassacher See . <end>"
http://www.wikidata.org/entity/Q17822,17,<start> Mombaruzzo estas komunumo de Italio . <end>,<start> Mombaruzzo estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q1986848,15,"<start> Raymond VAN HET GROENEWOUD ( naskiĝis la 0 - an de februaro <year> ( nun <rare> 0 ) en Schaarbeek , <rare> , do nun 0 - jara ) estas argentina kantistino . <end>",<start> Raymond VAN HET GROENEWOUD ( naskiĝis la 0  - an de februaro <year>  en Schaarbeek ) estas belga kantisto de amsterdamaj gepatroj . <end>
http://www.wikidata.org/entity/Q182633,15,"<start> La Contae na hIarmhí ( shqip Contae na hIarmhí ) estas unu el la <rare> de la Respubliko Irlando , lokita je la okcidenta marbordo de la insulo . <end>","<start> La graflando Westmeath ( irlandlingve Contae na hIarmhí ) estas unu el la graflandoj de la Respubliko Irlando , lokita meze de la insulo kaj je la okcidento de la provinco Leinster . <end>"
http://www.wikidata.org/entity/Q57386,31,"<start> Kurt TUCHOLSKY [ <rare> <rare> ] ( naskiĝis la 0 - an de decembro <year> en Berlino , mortis la 0 - an de decembro <year> en G\u00F6teborg ) estis germana verkisto . <end>","<start> Kurt TUCHOLSKY [ kʊʁt tuˈχɔlski ] ( naskiĝis la 0  - an de januaro <year>  ( nun 1890-01- 0  ) en Berlino , mortis la 0  - an de decembro <year>  en Göteborg , Svedio ) estis germana verkisto kaj ĵurnalisto . Ekde <year>  li ĉefe vivis ekster Germanio , en <year>  li fine translokiĝis al Svedio . <end>"
http://www.wikidata.org/entity/Q389992,5,"<start> Sedlice , hungare <rare> [ <rare> ] estas malgranda vilaĝeto kaj municipo en Slovakio . <end>","<start> Sedlice , hungare Szedlice [ sedlice ] , rutene Седлицї [ sedlicji ] estas vilaĝo kaj municipo en Slovakio . <end>"
http://www.wikidata.org/entity/Q80959,31,"<start> Elysium ( "" La <rare> "" ) estas usona filmo aperinta en <year> . <end>","<start> Elysium estas usona sciencfikcia filmo , kun elementoj de agfilmo , dramo kaj trilero , aperigita en <year>  , verkita , kunproduktita kaj reĝisorita de Neill Blomkamp kaj stelita de Matt Damon kaj Jodie Foster . <end>"
http://www.wikidata.org/entity/Q3172045,6,<start> Asunción Cacalotepec estas unu el la 0 komunumoj de la meksika subŝtato Oaĥako ( Oaxaca ) . <end>,<start> Asunción Cacalotepec estas unu el la 0  komunumoj de la meksika subŝtato Oaĥako ( Oaxaca ) . <end>
http://www.wikidata.org/entity/Q320999,6,<start> La ŝitako ( <rare> <rare> ) estas <rare> el la familio de la <rare> . <end>,"<start> La ŝitako ( Lentinula edodes ) estas manĝebla fungo , kiu de nature troviĝas en Ĉinio kaj Japanio . <end>"
http://www.wikidata.org/entity/Q543717,12,<start> Hankasalmi estas komunumo en la provinco Meza Finnlando de Finnlando . <end>,<start> Hankasalmi estas komunumo en la provinco Meza Finnlando de Finnlando . <end>
http://www.wikidata.org/entity/Q12102363,21,<start> Drăgănești [ <rare> ] ( hungare : Dr\u0103g\u0103ne\u0219ti [ <rare> ] ) estas komunumo en Rumanio oriente de <rare> . <end>,<start> Drăgănești [ drɘgɘneŝtj ] ( hungare : Dragánfalva ) estas vilaĝo en Rumanio sudoriente de Oradea . <end>
http://www.wikidata.org/entity/Q68856,7,"<start> Trient estas komunumo en la distrikto Kantono Valezo en Kantono Valezo , Svislando . <end>","<start> Trient estas komunumo en la distrikto Martigny en Kantono Valezo , Svislando . <end>"
http://www.wikidata.org/entity/Q39530,11,<start> Ospitale di Cadore estas komunumo de Italio . <end>,<start> Ospitale di Cadore estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q34574,16,<start> Trecenta estas komunumo de Italio . <end>,<start> Trecenta estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q510350,10,"<start> 2984 Chaucer estas nebone konata asteroido de la asteroida zono , malkovrita la 0 - an de decembro <year> de la usona astronomo Edward L. G. Bowell elde la Stacio Anderson Mesa de la observatorio Lowell apud Flagstaff ( Arizono , Usono ) . <end>","<start> <year>  Chaucer estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de decembro <year>  de la usona astronomo Edward L. G. Bowell elde la Stacio Anderson Mesa de la observatorio Lowell en la Konteo Coconino , apud Flagstaff ( Arizono , Usono ) . <end>"
http://www.wikidata.org/entity/Q634411,6,<start> Pinnow estas komunumo en Germanio . <end>,<start> Pinnow estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q2668978,4,<start> La giganta ratufo aŭ <rare> <rare> ( <rare> <rare> ) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Ratufo kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn . <end>,<start> La giganta ratufo ( Ratufa indica ) estas la plej granda el la sciuroj . <end>
http://www.wikidata.org/entity/Q870092,4,<start> La Crypturellus cinereus ( Crypturellus cinereus ) estas birdo de la familio de Fazanedoj de la ordo de Kokoformaj kaj subfamilio de afrikaj . <end>,"<start> La Cindrotinamo ( Crypturellus cinereus ) , konata ankaŭ kiel Arbustara tinamo , estas tipo de surgrunda birdo troviĝanta en marĉoj kaj arbaroj de malaltaj teroj en norda Sudameriko . <end>"
http://www.wikidata.org/entity/Q587013,7,"<start> São Sebastião estas municipo de la brazila subŝtato San-Paŭlio , kiu taksis 0 enloĝantojn en <year> . <end>","<start> São Sebastião , oficiale Estância Balneária de São Sebastião , estas municipo de la brazila subŝtato San-Paŭlio , kiu taksis 0  enloĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q176284,10,<start> The Ramones ( la 0 - an de januaro <year> ) estas la dua <rare> de la <rare> <rare> <rare> . <end>,<start> The Ramones estas la unua muzikalbumo de The Ramones . <end>
http://www.wikidata.org/entity/Q660262,28,<start> La Wasseramt estas administra unuo de Kantono Berno . <end>,<start> Wasseramt estas distrikto de Kantono Soloturno en Svislando . <end>
http://www.wikidata.org/entity/Q334923,31,"<start> Abu Bakr ( greke : <rare> <rare> , <rare> <rare> ) ( naskiĝis la 0 - an de junio <year> en <rare> ; mortis la 0 - an de aŭgusto <year> en Medino ) estis reĝo de <year> ĝis <year> . <end>",<start> Abu Bakr ( arabe أبو بكر ) ( proksimume 0  Mekao - la 0  - an de aŭgusto 0  Medino ) estis riĉa aĉetisto el tribo de Kuraiŝoj . <end>
http://www.wikidata.org/entity/Q200905,14,<start> Ĵodzina ( ruse <rare> <rare> ) estas urbo en <rare> provinco en Rusio . La urbo estis fondita en la 0 - a jarcento . <end>,"<start> Ĵodzina ( beloruse - Жодзіна , ruse - Жодино ) - urbo en Minska regiono , Belorusio . <end>"
http://www.wikidata.org/entity/Q773420,11,"<start> Zarza la Mayor estas municipo de Hispanio , en la provinco de Cáceres , regiono de Ekstremaduro . <end>","<start> Zarza la Mayor ( La plej granda rubusarbo ) estas municipo de Hispanio , en la provinco de Cáceres , regiono de Ekstremaduro . <end>"
http://www.wikidata.org/entity/Q1113505,8,"<start> Adrada de Haza estas vilaĝo kaj municipo , kodo - 0 , en la provinco Burgoso , memstara komunumo Kastilio kaj Leono , Hispanio . <end>","<start> Adrada de Haza estas vilaĝo kaj municipo , kodo - 0  , situanta en la provinco Burgoso , memstara komunumo Kastilio kaj Leono , Hispanio . <end>"
http://www.wikidata.org/entity/Q670926,4,<start> La Blankaborda iktero ( Blankaborda iktero ) estas specio de rabobirdo de la familio de Akcipitredoj . <end>,<start> La Blankaborda iktero ( Icterus graceannae ) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Ikteroj kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn . <end>
http://www.wikidata.org/entity/Q13037939,15,"<start> Cetariu [ <rare> ] ( hungare : Cetariu , germane : Cetariu ) estas komunumo en Rumanio oriente de <rare> . <end>",<start> Cetariu ( ĉetariu ) ( hungare : Hegyközcsatár ) estas komunumo en Rumanio norde de Oradea . <end>
http://www.wikidata.org/entity/Q2447764,8,<start> Matías Romero Avendaño estas unu el la 0 komunumoj de la meksika subŝtato Oaĥako ( Oaxaca ) . <end>,<start> Matías Romero Avendaño estas unu el la 0  komunumoj de la meksika subŝtato Oaxaca . <end>
http://www.wikidata.org/entity/Q1794876,7,"<start> Serra Dourada estas municipo en la brazila subŝtato Bahio , kiu havis 0 loĝantojn en <year> . <end>","<start> Serra Dourada estas municipo en la brazila subŝtato Bahio , kiu havis 0  loĝantojn en <year>  . Serra Dourada signifas en la portugala Ora Montaro . <end>"
http://www.wikidata.org/entity/Q1636,13,"<start> Antipolo estas urbo en la norda parto de la provinco http://www.wikidata.org/prop/direct/P131 , en <rare> . <end>","<start> Antipolo ( pli longe kaj pli precize Antipolourbo ) estas metropolo , romkatolika diocezo kaj universitata urbo en Filipinoj . <end>"
http://www.wikidata.org/entity/Q191660,10,<start> Sonata Arctica estas brazila <rare> grupo el <rare> . <end>,<start> Sonata Arctica [ Sonata Arktika ] estas finnlanda potencmetalroka muzikgrupo fondita en <year>  en Kemi . <end>
http://www.wikidata.org/entity/Q1261993,16,<start> Tovačov estas municipo en la distrikto Přerov kaj la regiono Olomouc de Ĉeĥio . <end>,<start> Tovačov ( germane Tobitschau ) estas urbo en la distrikto Přerov kaj la regiono Olomouc de Ĉeĥio . <end>
http://www.wikidata.org/entity/Q366886,7,<start> La Psikopatio estas la <rare> de la <rare> de la <rare> kaj la <rare> de la <rare> . <end>,"<start> Psikopatio estas psika malordo , karakterizata precipe de neregataj impulsoj , humora nestabileco kaj nekapablo adapti sin al la medio , kio ĝenerale kondukas al kontraŭsocia konduto . <end>"
http://www.wikidata.org/entity/Q124807,7,"<start> Izsófalva ( <rare> ) estas vilaĝo kun titolo vinvilaĝo en Hungario , en regiono Suda Ebenaĵo , en departemento Bács-Kiskun , en subregiono de <rare> . <end>","<start> Izsófalva ( iĵOfalva ) estas grandvilaĝo en Hungario , en regiono Norda Hungario , en departemento Borsod-Abaúj-Zemplén , en subregiono Kazincbarcika . <end>"
http://www.wikidata.org/entity/Q243216,10,<start> Rocca Santo Stefano estas komunumo de Italio . <end>,<start> Rocca Santo Stefano estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q603640,13,"<start> Stacio Hamamatsu ( japane : <rare> [ <rare> ] , angle : <rare> Station ) estas fervoja stacio en Hamamacu , Gubernio Osaka , Japanio . <end>","<start> Stacio Hamamatsu ( japane : 浜松駅 [ Hamamacu-eki ] , angle : Hamamatsu Station ) estas fervoja stacio en Hamamacu , Gubernio Ŝizuoka , Japanio . <end>"
http://www.wikidata.org/entity/Q696076,4,<start> Hindenburg estas komunumo en Germanio . <end>,<start> Hindenburg estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q242698,14,<start> Gorga estas komunumo de Italio . <end>,<start> Gorga estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q785888,20,"<start> Moguer estas urbo kaj municipo de la Aŭtonoma Komunumo Andaluzio , en la provinco Sevilla , sude de Hispanio . La areo de la municipo estas 0 km2 kie loĝas 0 geloĝantoj , do loĝdenso estas 0 loĝ . / km2 . Moguer situas je 0 km de la provinca ĉefurbo Sevilla . <end>","<start> Moguer [ mogEr ] estas municipo de Hispanio , en la provinco de Onubo , regiono de Andaluzio . <end>"
http://www.wikidata.org/entity/Q107167,31,"<start> Sleepless in Seattle ( "" <rare> <rare> "" ) estas usona filmo de Nora Ephron , aperinta en <year> . <end>",<start> Sleepless in Seattle estas romantika usona kinofilmo . <end>
http://www.wikidata.org/entity/Q749395,5,"<start> Veľké Dvorany , hungare <rare> estas vilaĝo en Slovakio , en Regiono Nitra , en Distrikto Topoľčany . <end>","<start> Veľké Dvorany , hungare Nagyudvar [ nadjudvar ] estas malgranda vilaĝo en Slovakio , en Regiono Nitra , en Distrikto Topoľčany . <end>"
http://www.wikidata.org/entity/Q6924,12,<start> Gronau estas komunumo en Germanio . <end>,<start> Gronau estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q83165,6,<start> La Muskato estas la <rare> de la <rare> de la <rare> kaj la <rare> de la <rare> . <end>,"<start> Muskato ( Myristica ) estas genro de ĉiamverdaj arboj el sudorienta Azio , inkluzive Nov-Gvineo kaj Barato . <end>"
http://www.wikidata.org/entity/Q27689,5,"<start> La Lisbona regiono aŭ en hispana <rare> de la <rare> <rare> , estas unu el la plej grandaj <rare> de la mondo . <end>",<start> La Lisbona regiono estas portugala regiono kiu konsistas el ĉirkaŭ la suda duono de la Distrikto Lisbono kaj la norda duono de la Distrikto Setúbal . <end>
http://www.wikidata.org/entity/Q61102,5,"<start> Zintan ( arabe <rare> , latinliterigo laŭ DMG <rare> , foje ankaŭ <rare> <rare> ) estas urbo de 0 0 loĝantoj en la Al \u011Cabal Al Garbi de Libio . <end>","<start> Az Zintan ( aliaj formoj estas Az aŭ Ez aŭ Al Zintan aŭ Zintan aŭ Zentan , plej ofte Az Zintan ) , ( arabe الزنتان ) estas urbo en nordokcidenta Libio situante ĉ . <end>"
http://www.wikidata.org/entity/Q833845,10,"<start> Svidník ( hungare <rare> [ <rare> ] , germane <rare> ) estas urbo en Slovakio , en Regiono Prešov , en Distrikto Svidn\u00EDk . <end>","<start> Svidník ( hungare Felsővízköz , germane Obersvidnik ) estas urbo en Slovakio , en Regiono Prešov , en Distrikto Svidník , kies distriktejo estas . <end>"
http://www.wikidata.org/entity/Q1228523,9,"<start> Knowsley [ <rare> ] estas urbo en Anglio , Anglio . <end>","<start> Knowsley estas metropola distrikto en la angla regiono North West England , de Anglio , Britio . Loĝantaro - 0  0  ( <year>  ) Areo - 0  km²UrbojKirkby , Huyton , Prescot , Halewood.Vidu ankaŭ Loka regado kaj administrado en Britio <end>"
http://www.wikidata.org/entity/Q1781109,6,<start> Coacalco de Berriozábal estas komunumo en la meksika subŝtato Meksikŝtato ( Estado de México ) . <end>,<start> Coacalco de Berriozábal estas komunumo en la meksika subŝtato Meksikŝtato ( Estado de México ) . <end>
http://www.wikidata.org/entity/Q42524,11,<start> Romanengo estas komunumo de Italio . <end>,<start> Romanengo estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q30656,8,"<start> La Fajum ( arabe <rare> <rare> , latinliterigo laŭ DMG <rare> <rare> ) estas unu el la 0 provincoj de la ŝtato Irako . <end>","<start> Fajum aŭ El respektive Al Fajum ( arabe محافظة الفيوم , latinliterigo Muḥāfaẓat al-Fayyūm aŭ Faiyūm respektive Muhāfazat al-Fajūm ) estas provinco ( respektive gubernio ) de Egiptio . <end>"
http://www.wikidata.org/entity/Q1186287,5,"<start> Szatmárcseke [ <rare> ] estas malgranda vilaĝo en Hungario , en regiono Norda Ebenaĵo , en departemento Szabolcs-Szatmár-Bereg en subregiono de <rare> . <end>","<start> Szatmárcseke [ ˈsɒt ̪ maːɾ ̪ ʧɛkɛ ] estas vilaĝo en Hungario , en regiono Norda Ebenaĵo , en departemento Szabolcs-Szatmár-Bereg , en subregiono de Fehérgyarmat . <end>"
http://www.wikidata.org/entity/Q76950,22,"<start> Hans Werner RICHTER ( naskiĝinta en la 0 - a de decembro <year> en Heringsdorf , mortinta en la 0 - a de decembro <year> en Berlino ) estis germana verkisto . <end>",<start> La germana verkisto Hans Werner RICHTER [ hans verner riĥter ] naskiĝis je la 0  - a de novembro <year>  en Bansin kaj mortis je la 0  - a de marto <year>  en Munkeno.Li estis grava reprezentanto de la germana literaturo post la Dua mondmilito . <end>
http://www.wikidata.org/entity/Q905323,16,"<start> Richard Weiner ( naskiĝis la 0 - an de januaro <year> en Prago - mortis la 0 - an de novembro <year> en Prago ) estis ĉeĥa verkisto , verkisto kaj verkisto . Li estis <rare> de la <rare> <rare> . <end>","<start> Richard Weiner ( naskiĝis la 0  - an de novembro <year>  en Písek – mortis la 0  - an de januaro <year>  en Prago ) estis ĉeĥa poeto , verkisto kaj ĵurnalisto , en kies verkaro plej multe elstaras trajtoj de ekspresionismo . <end>"
