Main-Item,Summary 1,Target
http://www.wikidata.org/entity/Q159656,<start> estas komunumo en Germanio. <end>,"<start> Krupp estas nomo de germana industria familia dinastio de la 0  - a kaj 0  - a jarcentoj , kiuj konstruis , evoluigis la Krupp-konzernon al la dua plej granda entrepreno de Eŭropo . <end>"
http://www.wikidata.org/entity/Q206089,<start> La estas komunumo de Italio. <end>,"<start> La Babilema silvio ( Sylvia curruca ) estas komuna kaj disvastigata specio de birdo de la familio de Silviedoj kaj de ties plej tipa genro nome Sylvia aŭ silvioj , kiuj estas grizecaj aŭ grizecbrunaj insektovoruloj . Ĝi reproduktiĝas en moderklimata Eŭropo , escepte en sudokcidento , kaj en okcidenta kaj centra Azio . <end>"
http://www.wikidata.org/entity/Q701285,<start> estas komunumo de Italio. <end>,<start> Burgscheidungen estas ekse administre sendependa komunumo kaj ekde la 0  - a de julio <year>  parto de la komunumo Laucha an der Unstrut en Germanio . <end>
http://www.wikidata.org/entity/Q167394,<start> estas komunumo en Germanio. <end>,<start> Kragujevac serbe Крагујевац estas industria kaj universitata urbo en Serbio . <end>
http://www.wikidata.org/entity/Q68489,<start> estas komunumo en Germanio. <end>,"<start> Denens estas komunumo en la distrikto Morges en Kantono Vaŭdo , Svislando . <end>"
http://www.wikidata.org/entity/Q262655,<start> estas komunumo en Germanio. <end>,<start> Schöppenstedt estas urba komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q511811,<start> estas komunumo en Germanio. <end>,<start> Berglern estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q18422,<start> estas komunumo de Italio. <end>,"<start> Richard Berger , pli konata kiel Ric Berger ( naskiĝis en Yens , kantono de Vaud , Svisio en <year>  , mortis en <year>  ) estis esperantisto en la komenco de 0  - a jarcento . <end>"
http://www.wikidata.org/entity/Q219237,<start> La estas komunumo en Germanio. <end>,"<start> Rick ASTLEY ( naskiĝis la 0  - an de februaro <year>  en Warrington , Cheshire , Anglio ) estis angla kantisto kaj komponisto , komencanta en sojlo de la <year>  - aj jaroj kiel drumisto en grupo Give Way . <end>"
http://www.wikidata.org/entity/Q634394,<start> estas komunumo en Germanio. <end>,<start> Breitenbach am Herzberg estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q133202,<start> estas komunumo de Italio. <end>,<start> Distrikto Leszczyński estas distrikto en Grandpollando en Pollando . Loĝantaro ( datumoj por la 0  - a de junio <year>  ): <end>
http://www.wikidata.org/entity/Q5064482,<start> La estas komunumo en Germanio. <end>,"<start> Apold ( hungare : Apold , germane : Trappold ) estas komunumo en Rumanio sude de Sighișoara . <end>"
http://www.wikidata.org/entity/Q16065,<start> estas franca komunumo lokita en la departemento Nord kaj en la regiono Limoĝio. <end>,<start> Schönwölkau estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q23714,<start> estas komunumo en Germanio. <end>,"<start> En la jaro <year>  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q7911,<start> estas komunumo de Italio. <end>,<start> La distrikto Main-Kinzig ( germane : Landkreis ) situas en la suda mezo de la federacia lando Hesio de Germanio . <end>
http://www.wikidata.org/entity/Q15253443,<start> estas komunumo de Italio. <end>,"<start> Minatitlán estas unu el la 0  komunumoj de la meksika subŝtato Colima , kiu situas en la centro-okcidenta parto de Meksiko ĉe la pacifika oceano , ĉirkaŭ 0  kilometroj okcidente de la urbo de Meksiko ( aere ) . <end>"
http://www.wikidata.org/entity/Q1804949,<start> La estas komunumo de Italio. <end>,<start> Arcos estas brazila municipo de subŝtato Minas-Ĝerajso . <end>
http://www.wikidata.org/entity/Q1185589,<start> estas komunumo en Germanio. <end>,"<start> Nemessándorháza [ nemeŝAndorhAza ] estas malgranda vilaĝeto en Hungario , en regiono Okcidenta Transdanubio , en departemento Zala , en subregiono de Pacsa . <end>"
http://www.wikidata.org/entity/Q1632524,<start> estas komunumo en Germanio. <end>,"<start> Almaraz estas municipo de Hispanio , en la provinco de Cáceres , regiono de Ekstremaduro . <end>"
http://www.wikidata.org/entity/Q2378574,<start> estas komunumo de Italio. <end>,<start> Ivan MERZ ( naskiĝis la 0  - an de decembro <year>  en Banja Luka ; mortis la 0  - an de majo <year>  en Zagrebo ) estas “ Elstara laiko en la atesto de Evangelio ” ( papo Johano Paŭlo la 0  - a ) . Ivan Merz edukiĝis en libera ĉirkaŭaĵo. <end>
http://www.wikidata.org/entity/Q553708,<start> estas komunumo de Italio. <end>,<start> Virneburg estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q83769,<start> estas komunumo de Italio. <end>,"<start> En geometrio , la riproĉa dekdu-dekduedro estas nekonveksa uniforma pluredro , indeksita kiel U40 . Ĉi tiu pluredro povas esti konsiderata kiel riproĉigita granda dekduedro . <end>"
http://www.wikidata.org/entity/Q212789,<start> estas komunumo de Italio. <end>,"<start> Egoisma geno estas popularscienca libro pri evolucia temo , eldonita en <year>  , kies aŭtoro estas la britia biologo Richard Dawkins . <end>"
http://www.wikidata.org/entity/Q163687,<start> estas komunumo en Germanio. <end>,"<start> Baziliko ( de greke βασιλική στοά [ basiliké stoá ] , reĝohalo ‘ , latine komplete : basilica domus ) origine estis la nomo de grandaj pompaj domoj konstruitaj por ĵuĝprocesoj kaj negocoj , ankaŭ uzata kiel foirhalo.Kadre de la kristanigo la termino transiris sur la preĝejoj aparte el romanika epoko , konstruataj laŭ antikva modelo . <end>"
http://www.wikidata.org/entity/Q660453,<start> estas komunumo en Germanio. <end>,<start> Voitsberg estas distrikto en Aŭstria Stirio kie Franz Schöpfer estis lernejkonsilanto . <end>
http://www.wikidata.org/entity/Q185211,<start> estas komunumo en Germanio. <end>,"<start> Manuel RIVERA-ORTIZ ( naskiĝis la 0  - an de decembro <year>  en Pozo Hondo , Porto-Riko ) estas Porto-Rika dokumentara fotisto . <end>"
http://www.wikidata.org/entity/Q243996,<start> La estas komunumo de Italio. <end>,"<start> Pour l ’ Afrique et pour toi , Mali estas nacia himno de Malio , oficialigita la 0  - an de aŭgusto <year>  . <end>"
http://www.wikidata.org/entity/Q1166961,<start> estas komunumo en Germanio. <end>,"<start> NGC 0  ( aliaj indikoj — UGC 0  , MCG 6-49- 0  , ZWG 0  , NPM 1G 0  , PGC 0  ) estas galaksio en konstelacio Pegazo . Ĉi tiu objekto estis jam en la originala versio de NGC-katalogo . <end>"
http://www.wikidata.org/entity/Q926993,<start> estas komunumo en Germanio. <end>,"<start> Szentgyörgyvölgy ( sentdjordjvoldj ) estas vilaĝo en Hungario , en regiono Okcidenta Transdanubio , en departemento Zala , en subregiono de Lenti . <end>"
http://www.wikidata.org/entity/Q628969,<start> estas komunumo de Italio. <end>,<start> Pfaffenhofen an der Roth estas komunumo en la federacia lando Bavario de Germanio . <end>
http://www.wikidata.org/entity/Q691972,<start> estas komunumo de Italio. <end>,"<start> 0  Shinkawakami estas malbone konata asteroido de la asteroida zono , malkovrita la 0  - an de marto <year>  de la japana astronomo Takao Kobayashi elde la Observatorio de Ooizumi en gubernio Gunma ( Japanio ) . Ĝi estis nomita en honoro de Shin-ichi Kawakami , profesoro pri terscienco kaj planedoscienco en la Fakultato pri Eduko de la Universitato de Gifu . <end>"
http://www.wikidata.org/entity/Q822112,<start> estas komunumo en Germanio. <end>,<start> Siedenlangenbeck estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q576651,<start> estas franca komunumo lokita en la departemento Yonne kaj en la regiono Limoĝio. <end>,<start> Paroko Sankta Georgo ( angle Saint George parish ) estas unu el la parokoj ( administra divido ) de Grenado . <end>
http://www.wikidata.org/entity/Q207321,<start> estas komunumo de Italio. <end>,"<start> Macue ( japane 松江市 [ Macue-ŝi ] , Hepburn : Matsue-shi ) , estas urbo de Japanio , kun iom pli ol 0  0  loĝantoj . <end>"
http://www.wikidata.org/entity/Q746187,<start> estas komunumo en Germanio. <end>,"<start> Boquim estas municipo en la brazila subŝtato Serĝipo , kiu havis 0  loĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q652748,<start> estas komunumo de Italio. <end>,<start> Rom estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q4891895,<start> estas komunumo en Germanio. <end>,"<start> 0  ° 0  ′ 0  ″ N 0  ° 0  ′ 0  ″ WLa Sandiega Naturhistoria Muzeo aŭ en angla origine kaj oficiale San Diego Natural History Museum estas muzeo situanta en Balboa Parko en San Diego , Kalifornio , Usono . <end>"
http://www.wikidata.org/entity/Q57094,<start> estas komunumo en Germanio. <end>,"<start> Commugny estas komunumo en la distrikto Nyon en Kantono Vaŭdo , Svislando . <end>"
http://www.wikidata.org/entity/Q465506,<start> estas komunumo en Germanio. <end>,<start> Cuthred ( m. <end>
http://www.wikidata.org/entity/Q2476656,<start> La estas komunumo en Germanio. <end>,<start> Sierra Suroeste estas distrikto de la regiono de Ekstremaduro ( Hispanio ) kiu situas sude de la Provinco de Badajoz . <end>
http://www.wikidata.org/entity/Q7632,<start> estas komunumo en Germanio. <end>,"<start> Ĉi tiu jaro estas superjaro komenciĝanta ĵaŭde ( ligilo montras kalendaron ) . En la jaro <year>  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q1544333,<start> estas komunumo en Germanio. <end>,"<start> Le Quai des brumes ( "" Kajo de la brumoj "" ) estas franca filmo de Marcel Carné aperinta en <year>  . <end>"
http://www.wikidata.org/entity/Q863254,<start> estas komunumo en Germanio. <end>,"<start> SVRR estas mallongigo de Sluĵba vneŝnej razvedki Rossii ( ruse Служба внешней разведки России , Komitato de ekstera skoltado de Rusio ) . La 0  - an de decembro jare <year>  estas organizita la unua eksterlanda sekcio VĈK ( de NKVD RSFSR ) , gvidinte de Jakov Davidov . <end>"
http://www.wikidata.org/entity/Q24810,<start> estas komunumo en Germanio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q279089,<start> estas komunumo en Germanio. <end>,<start> La katedralo de Aŭgsburgo aŭ Katedralo Dipatrino de Aŭgsburgo ( ger . <end>
http://www.wikidata.org/entity/Q855908,<start> estas komunumo en Germanio. <end>,"<start> Stacio Kawachi-Iwafune ( japane : 河内磐船駅 [ Kaŭaĉi-Iŭafune-eki ] , angle : Kawachi-Iwafune Station ) estas fervoja stacio en Katano , Gubernio Osaka , Japanio . <end>"
http://www.wikidata.org/entity/Q693992,<start> estas komunumo en Germanio. <end>,<start> La Rochefoucauld estas komunumo en la franca departemento Charente . <end>
http://www.wikidata.org/entity/Q160448,<start> estas komunumo de Italio. <end>,"<start> MOHOLY-NAGY László [ mohoj-nadj lAslO ] estis pentristo , fotografisto , kritikisto kaj artisto de Bauhaus . László Moholy-Nagy naskiĝis 0  - a de julio de <year>  en Bácsborsód. <end>"
http://www.wikidata.org/entity/Q506603,<start> La estas komunumo en Germanio. <end>,<start> Neureichenau estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q1050,<start> estas komunumo de Italio. <end>,<start> Svazilando aŭ Svaziio aŭ Svaziujo ( Umbuso weSwatini en la svazia ) estas ŝtato en suda Afriko . <end>
http://www.wikidata.org/entity/Q131132,<start> estas komunumo de Italio. <end>,"<start> Benediktanoj estas anoj de romkatolika monaĥa ordeno , kiun fondis Benedikto de Nursia . <end>"
http://www.wikidata.org/entity/Q58330,<start> estas komunumo en Germanio. <end>,<start> Provinco Međimurje ( kroate : Međimurska županija ) estas la plej norda el la provincoj de Kroatio . <end>
http://www.wikidata.org/entity/Q12739,<start> estas komunumo de Italio. <end>,"<start> Atomkerna energio ( aŭ nuklea energio ) estas la energio produktita per la procezoj okazantaj en atomkernoj.Ekzistas du ĉefaj procezoj kiuj permesas la praktikan produktadon de energio por teĥnikaj celoj : La fendiĝo de pezaj nukleoj , ekz-e uranio , kiu nomiĝas nuklea fisio . <end>"
http://www.wikidata.org/entity/Q405111,<start> estas komunumo en Germanio. <end>,"<start> Neublans-Abergement estas franca komunumo lokita en kantono Chaussin , en departemento Jura kaj en regiono Burgonjo-Franĉkonteo . <end>"
http://www.wikidata.org/entity/Q6548,<start> La estas komunumo de Italio. <end>,<start> Orléans aŭ Orleano estas grava urbo en la centro de Francio . <end>
http://www.wikidata.org/entity/Q909672,<start> estas komunumo en Germanio. <end>,"<start> Tibor Draskovics [ draŝkoviĉ ] Dosiero : En-us-Tibor Draskovics from Hungary pronunciation ( Voice of America ) . ogg , laŭ hungarlingve kutima sinsekvo Draskovics Tibor estas hungara politikisto , ministro , juristo.Tibor Draskovics [ 0  ] naskiĝis la 0  - an de junio <year>  en Budapeŝto . <end>"
http://www.wikidata.org/entity/Q25238,<start> estas komunumo en Germanio. <end>,<start> Thubten Gyatso ( བ ོ ད ་ ཡ ི ག ཐ ུ བ ་ བས ྟ ན ་ ར ྒ ྱ ་ མཚ ོ ་ ) estas la 0  - a Dalai-lamao . <end>
http://www.wikidata.org/entity/Q2285124,<start> estas komunumo en Germanio. <end>,<start> Râmeț ( rimec ) ( hungare : Remete ) estas komunumo en Rumanio okcidente de Aiud . <end>
http://www.wikidata.org/entity/Q50105,<start> estas komunumo en Germanio. <end>,<start> Lucoli estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q23650,<start> estas komunumo de Italio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q204433,<start> estas komunumo de Italio. <end>,"<start> Primitivo estas speco de vinberoj produktanta samnoman alĥolriĉan ruĝa vino tipa de la altebanaĵo Murge en regiono Apulio , de Italio . Ĝia nomo verŝajne ŝuldiĝas al la frua biologia ciklo de la vinberujo . <end>"
http://www.wikidata.org/entity/Q896979,<start> estas komunumo de Italio. <end>,<start> La Moselotte estas rivero de la franca regiono Loreno kaj la Departemento Vogezoj . <end>
http://www.wikidata.org/entity/Q102734,<start> estas komunumo de Italio. <end>,"<start> Rote-Armee-Fraktion ( mallongigo : RAF , tradukite : Frakcio Ruĝa Armeo ) estis memdonita nomo en <year>  estiĝinta , terorisma organizaĵo de la ekstremisma politika maldekstro en Germanio . <end>"
http://www.wikidata.org/entity/Q43302,<start> estas komunumo en Germanio. <end>,"<start> Ventoenergio aŭ ventenergio konvertas kinetan energion de moviĝanta aero ( vento ) al pli uzebla formo por homaro.La plej malnova ilo kreito de homoj por uzi la ventenergion estas la velo : la ventenergia utilas al la movado de boatoj tra la maro.Poste la homaro eklernis uzi la ventenergion per ventomuelejoj , rekte transformante ĝin en mekanikan laboron . <end>"
http://www.wikidata.org/entity/Q594183,<start> estas komunumo en Germanio. <end>,"<start> Igreja Nova estas municipo de la brazila subŝtato Alagoaso , kiu taksis 0  enloĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q6429,<start> estas komunumo en Germanio. <end>,"<start> En la jaro <year>  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q3489740,<start> estas komunumo de Italio. <end>,<start> Martinov estas eksa municipo kaj ekde la 0  - a de novembro <year>  urboparto de la statuta urbo Ostrava . <end>
http://www.wikidata.org/entity/Q531717,<start> estas komunumo de Italio. <end>,"<start> Szigetújfalu ( sigetUjfalu ) , germane : Inselneudorf - sed oni uzas ankaŭ Ujflu - estas vilaĝo kun titolo vinvilaĝo en Hungario , en regiono Meza Hungario , en departemento Pest , en subregiono de Ráckeve . <end>"
http://www.wikidata.org/entity/Q10208,<start> estas komunumo de Italio. <end>,<start> Prascorsano estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q2963,<start> estas komunumo en Germanio. <end>,<start> La 0  - a de oktobro estas la 0  - a tago de la jaro ( la 0  - a en superjaroj ) laŭ la Gregoria kalendaro . <end>
http://www.wikidata.org/entity/Q12152489,<start> estas komunumo en Germanio. <end>,<start> Săuca [ seŭka ] ( hungare : Sződemeter ) estas komunumo en Rumanio okcidente de Tășnad . <end>
http://www.wikidata.org/entity/Q20466,<start> La estas komunumo en Germanio. <end>,<start> San Benedetto Belbo estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q160275,<start> La estas komunumo en Germanio. <end>,<start> Castel Sant'Elia estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q14960,<start> estas komunumo en Germanio. <end>,"<start> Brno Por aŭskulti bv alklaki ĉi ligon "" [ BR-no ] "" [ BR-no ] ( germane Brünn , latine Bruna , Esperanto hezitas inter Brno , Bruno kaj Brunno ) estas la dua plej granda urbo de Ĉeĥio . <end>"
http://www.wikidata.org/entity/Q911869,<start> estas komunumo en Germanio. <end>,"<start> Sinemuriano ( de la urbo de Semur-en-Auxois , Francio ) estas periodo el liaso inter <year>  ± 0  milionoj da jaroj kaj <year>  ± 0  milionoj da jaroj . <end>"
http://www.wikidata.org/entity/Q52107,<start> estas komunumo de Italio. <end>,"<start> Fizika Geografio estas scienco , parto de geografio , esploranta naturan ingrediencon de ĉirkaŭtera medio kaj ĝiajn strukturajn partojn de naturteritorioj de ĉiuj rangoj . <end>"
http://www.wikidata.org/entity/Q52154,<start> estas komunumo de Italio. <end>,<start> Martano estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q562869,<start> La estas komunumo de Italio. <end>,<start> Becherbach bei Kirn estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q33977,<start> estas komunumo de Italio. <end>,"<start> Jules Gabriel VERNE [ ʒyl gabʁiɛl vɛʁn ] ( esperante Julio VERN ) ( naskiĝis la 0  - an de februaro <year>  , mortis la 0  - an de marto <year>  ) estis franca verkisto , kiu estis unu el la kreintoj de la ĝenro sciencfikcio . <end>"
http://www.wikidata.org/entity/Q3100778,<start> estas komunumo de Italio. <end>,"<start> En geometrio , la dekdulatera prismo estas pluredro , la deka en malfinia aro de prismoj.La edroj estas 0  paralelogramaj flankoj kaj 0  dekdulateraj bazoj.Se edroj estas ĉiuj regulaj , ĝi estas duonregula pluredro . <end>"
http://www.wikidata.org/entity/Q565362,<start> estas komunumo de Italio. <end>,<start> Welschenbach estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q201255,<start> La estas komunumo en Germanio. <end>,"<start> Michel DESJOYEAUX , kromnomata "" la profesoro "" aŭ "" Mich'Dej ' "" | miŝdeĵ ] » , ( naskiĝis la 0  - an de julio <year>  en Concarneau ) estas franca navigaciisto.Li venkis pli ol 0  - foje , interalie dufoje en la konkuro Vendée Globe en 2000-2001 kaj 2008-2009 . <end>"
http://www.wikidata.org/entity/Q67657,<start> estas komunumo de Italio. <end>,"<start> Niederhünigen estis ĝis la 0  - a de decembro <year>  komunumo de la distrikto Konolfingen kaj ek de la 0  - a de januaro <year>  komunumo de la administra distrikto Berno-Mezlando en Kantono Berno , Svislando . <end>"
http://www.wikidata.org/entity/Q258449,<start> estas komunumo de Italio. <end>,"<start> Vilaĝo Studnice situas en Ĉeĥio , regiono Pardubice , distrikto Chrudim , en protektata pejzaĝa regiono Žďárské vrchy ĉe vala barlago Hamry , 0  km sude de la urbo Hlinsko . <end>"
http://www.wikidata.org/entity/Q546888,<start> estas komunumo en Germanio. <end>,<start> Schmedeswurth estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q5375,<start> estas komunumo de Italio. <end>,"<start> 25px Ne konfuzu ĉi tiun artikolon kun kroketo.Kriketo estas speco de teama sporto , kiu estas populara precipe en la Komunumo de Nacioj kaj en Anglio . <end>"
http://www.wikidata.org/entity/Q19380,<start> estas komunumo en Germanio. <end>,"<start> En la jaro <year>  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q137641,<start> estas komunumo de Italio. <end>,"<start> La okulvitra urso ( Tremarctos ornatus ) aŭ konita kiel Anda urso , Ukumari ( Keĉua lingvaro ) kaj Jukumari ( Ajmara lingvo ) , estas specio de mamulo , ordo karnovoroj el familio Ursedoj . <end>"
http://www.wikidata.org/entity/Q728178,<start> estas komunumo de Italio. <end>,"<start> Pongaí estas municipo de la brazila subŝtato San-Paŭlio , kiu taksis 0  enloĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q2350745,<start> estas komunumo en Germanio. <end>,"<start> Municipo Čeperka situas en Ĉeĥio , regiono Pardubice , distrikto Pardubice , en ebenaĵo apud rivero Elbo 0  km norde de urbo Pardubice , ĉe ŝoseo n-ro 0  inter la urboj Pardubice kaj Hradec Králové <end>"
http://www.wikidata.org/entity/Q594275,<start> La estas komunumo de Italio. <end>,"<start> General Santos estas metropolo , marhaveno kaj universitata urbo en Filipinoj , en insulo Mindanao . <end>"
http://www.wikidata.org/entity/Q133579,<start> estas komunumo de Italio. <end>,<start> Claravis estas genro de birdoj de la familio de Kolombedoj kiu inkludas turtojn kaj kolombojn . <end>
http://www.wikidata.org/entity/Q964345,<start> estas komunumo en Germanio. <end>,"<start> Matthew WEBB estis la unua viro kiu sukcesis naĝi trans la Maniko sen artefaritaj helpiloj.Je 0  Aŭgusto <year>  li naĝis de Dovero ( Dover ) , Anglio al Kalezo ( Calais ) , Francio en malpli ol 0  horoj . <end>"
http://www.wikidata.org/entity/Q53711,<start> estas komunumo en Germanio. <end>,"<start> La Gvadarama Montaro aŭ hispane Sierra de Guadarrama estas montĉenaro kiu apartenas al la orienta duono de la Centra Sistemo ( montĉenaro de la centro de Iberio ) , situanta inter la montaroj Gredos kaj Ajlono . <end>"
http://www.wikidata.org/entity/Q374308,<start> estas komunumo de Italio. <end>,"<start> Nová Ves nad Žitavou , hungare Zsitvaújfalu estas vilaĝo en Slovakio , en Regiono Nitra , en Distrikto Nitra . <end>"
http://www.wikidata.org/entity/Q392550,<start> estas komunumo en Germanio. <end>,"<start> Štôla ( hungare Stóla [ ŝtOla ] , germane Stollen ) estas vilaĝo kaj municipo en Slovakio . <end>"
http://www.wikidata.org/entity/Q569623,<start> estas komunumo en Germanio. <end>,<start> Irmenach estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q605360,<start> estas komunumo en Germanio. <end>,"<start> Otívar estas vilaĝo kaj municipo de la Aŭtonoma Komunumo Andaluzio , en la provinco de Granada , sude de Hispanio . <end>"
http://www.wikidata.org/entity/Q7507,<start> estas komunumo en Germanio. <end>,<start> Wermelskirchen estas urbo en Germanio . <end>
http://www.wikidata.org/entity/Q469971,<start> estas komunumo de Italio. <end>,<start> Gjon Buzuku ( 0  - a jarcento ) estis albana katolika pastro kiu presis la unuan libron en la albana lingvo . <end>
http://www.wikidata.org/entity/Q53078,<start> estas komunumo en Germanio. <end>,"<start> Saltillo estas unu el la 0  komunumoj de la meksika subŝtato Coahuila , kiu situas en norda Meksiko kun limo al Usono . <end>"
http://www.wikidata.org/entity/Q29987,<start> estas komunumo en Germanio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q659272,<start> La estas komunumo en Germanio. <end>,<start> La distrikto Prättigau / Davos ( en romanĉa lingvo disrict Partenz / Tavau ; en la itala lingvo Prettigovia / Tavate ; esperantigitaj formoj Pretigovio / Tavao aŭ Pretigovio / Davoso ) estas administra unuo de Kantono Grizono . <end>
http://www.wikidata.org/entity/Q263740,<start> La estas komunumo en Germanio. <end>,"<start> La Rinkofano , Calcarius mccownii aŭ Rhyncophanes mccownii , estas malgranda grundomanĝanta birdo de la familio de Emberizedoj kaj genro de Longspuruloj , sed estas polemiko ĉu apartenas al Calcarius aŭ al Rhyncophanes . <end>"
http://www.wikidata.org/entity/Q1045629,<start> estas komunumo en Germanio. <end>,"<start> Sihla ( hungare Szikla [ sikla ] , germane Siegel-Glasshütte ) estas vilaĝo en Slovakio , en Regiono Banská Bystrica , en Distrikto Brezno . <end>"
http://www.wikidata.org/entity/Q7604,<start> estas komunumo en Germanio. <end>,<start> Leonhard EULER [ Ojler ] ( naskiĝis la 0  - an de aprilo <year>  en Bazelo ; mortis la 0  - an de septembro <year>  en Sankt-Peterburgo ) estis svisa matematikisto kaj fizikisto . <end>
http://www.wikidata.org/entity/Q186282,<start> estas komunumo en Germanio. <end>,"<start> La Baziliko Sankta Maria la Granda ( latine Sanctae Mariae Maior , itale Santa Maria Maggiore ) estas unu el la kvar katolikaj grandaj bazilikoj en Romo kaj unu el la sep pilgrimaj preĝejoj de Romo.La baziliko estas inter la "" ŝtataj papaj posedaĵoj ekster la teritorio de la Vatikano "" . <end>"
http://www.wikidata.org/entity/Q370875,<start> estas komunumo en Germanio. <end>,"<start> Püspökmolnári ( puŝpokmolnari ) estas vilaĝo en Hungario en regiono Okcidenta Transdanubio , en departemento Vas ( Hungario ) , en subregiono de Vasvár. <end>"
http://www.wikidata.org/entity/Q742876,<start> estas komunumo de Italio. <end>,<start> Staden ( nederlande : [ STA :d ' n ] ) estas municipo en Belgio . <end>
http://www.wikidata.org/entity/Q666211,<start> estas komunumo de Italio. <end>,<start> Kopp estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q957758,<start> estas franca komunumo lokita en la departemento Yonne kaj en la regiono Limoĝio. <end>,"<start> Almirante Tamandaré do Sul estas municipo en la brazila subŝtato Suda Rio-Grando , kiu havis 0  loĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q1304193,<start> estas komunumo en Germanio. <end>,"<start> En grafeteorio , vertico estas la fundamenta unuo el kiuj grafeoj estas formitaj : sendirekta grafeo konsistas el aro de verticoj kaj aro de lateroj ( neordigitaj paroj de verticoj ) , kaj orientita grafeo konsistas el aro de verticoj kaj aro de arkoj ( ordigitaj duopoj de verticoj ) . <end>"
http://www.wikidata.org/entity/Q20218,<start> estas komunumo en Germanio. <end>,<start> Amt Seenlandschaft Waren estas komunumaro en Germanio . <end>
http://www.wikidata.org/entity/Q319660,<start> estas komunumo en Germanio. <end>,"<start> Mbuji-Mayi ( pli frue ĝis <year>  Bakwanga ) estas milionurbo kaj ĉefurbo de la Provinco Kasaï-Oriental en Demokratia Respubliko Kongo ( eksa Zairio ) , kie estas la tria plej granda urbo . <end>"
http://www.wikidata.org/entity/Q32113,<start> estas komunumo en Germanio. <end>,"<start> En la jaro 0  post Kristo okazis , interalie : <end>"
http://www.wikidata.org/entity/Q16716,<start> estas komunumo en Germanio. <end>,<start> Bouhey estas franca komunumo situanta en departemento Côte-d'Or kaj en regiono Burgonjo-Franĉkonteo . <end>
http://www.wikidata.org/entity/Q181216,<start> estas komunumo en Germanio. <end>,<start> HNK Hajduk Split ( devizo Hajduk vivas eterne ; kroate Hajduk živi vječno ) estas la probable plej tradicia futbalklubo de Kroatio . <end>
http://www.wikidata.org/entity/Q1649865,<start> estas komunumo de Italio. <end>,"<start> Guapiaçu estas municipo de la brazila subŝtato San-Paŭlio , kiu taksis 0  enloĝantojn en <year>  . <end>"
http://www.wikidata.org/entity/Q34060,<start> estas komunumo de Italio. <end>,<start> Jicĥak RABIN aŭ Yitzhak RABIN ( hebree יצחק רבין ) estis Israela generalo kaj politikisto ( 0  - a de marto <year>  – 0  - a de novembro <year>  ) . <end>
http://www.wikidata.org/entity/Q583024,<start> estas komunumo de Italio. <end>,<start> Fichtenhöhe estas komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q10360,<start> estas komunumo en Germanio. <end>,<start> Villastellone estas komunumo de Italio . <end>
http://www.wikidata.org/entity/Q20291,<start> estas franca komunumo lokita en la departemento Nord kaj en la regiono Limoĝio. <end>,<start> Malchow estas urba komunumo en Germanio . <end>
http://www.wikidata.org/entity/Q708312,<start> estas komunumo de Italio. <end>,"<start> Paca movado aŭ pacmovado estas nomo por sociaj movadoj , kiuj aktive kaj organizite celas malebligi militojn kaj pormilitan armadon , kaj kontraŭas militadon kiel politika instrumento de kaj en - kaj eksterŝtataj konfliktoj . <end>"
http://www.wikidata.org/entity/Q1146495,<start> estas komunumo en Germanio. <end>,"<start> NGC 0  ( aliaj indikoj — MCG 9-30- 0  , ZWG 0  , KARA 0  , PGC 0  ) estas galaksio en konstelacio Drako . Ĉi tiu objekto estis jam en la originala versio de NGC-katalogo . <end>"
